time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_transit_walk	arrivals_transit_walk	stuck_transit_walk	en-route_transit_walk
00:00:00	0	1	0	0	1	0	0	0	0	1	0	0	1
00:05:00	300	0	0	0	1	0	0	0	0	0	0	0	1
00:10:00	600	0	0	0	1	0	0	0	0	0	0	0	1
00:15:00	900	0	1	0	0	0	0	0	0	0	1	0	0
00:20:00	1200	0	0	0	0	0	0	0	0	0	0	0	0
00:25:00	1500	0	0	0	0	0	0	0	0	0	0	0	0
00:30:00	1800	0	0	0	0	0	0	0	0	0	0	0	0
00:35:00	2100	0	0	0	0	0	0	0	0	0	0	0	0
00:40:00	2400	0	0	0	0	0	0	0	0	0	0	0	0
00:45:00	2700	0	0	0	0	0	0	0	0	0	0	0	0
00:50:00	3000	0	0	0	0	0	0	0	0	0	0	0	0
00:55:00	3300	0	0	0	0	0	0	0	0	0	0	0	0
01:00:00	3600	0	0	0	0	0	0	0	0	0	0	0	0
01:05:00	3900	0	0	0	0	0	0	0	0	0	0	0	0
01:10:00	4200	0	0	0	0	0	0	0	0	0	0	0	0
01:15:00	4500	0	0	0	0	0	0	0	0	0	0	0	0
01:20:00	4800	0	0	0	0	0	0	0	0	0	0	0	0
01:25:00	5100	0	0	0	0	0	0	0	0	0	0	0	0
01:30:00	5400	2	0	0	2	0	0	0	0	2	0	0	2
01:35:00	5700	0	0	0	2	0	0	0	0	0	0	0	2
01:40:00	6000	2	2	0	2	0	0	0	0	2	2	0	2
01:45:00	6300	1	1	0	2	0	0	0	0	1	1	0	2
01:50:00	6600	0	0	0	2	0	0	0	0	0	0	0	2
01:55:00	6900	0	0	0	2	0	0	0	0	0	0	0	2
02:00:00	7200	0	1	0	1	0	0	0	0	0	1	0	1
02:05:00	7500	3	2	0	2	1	0	0	1	2	2	0	1
02:10:00	7800	1	0	0	3	0	0	0	1	1	0	0	2
02:15:00	8100	2	1	0	4	1	0	0	2	1	1	0	2
02:20:00	8400	1	1	0	4	0	0	0	2	1	1	0	2
02:25:00	8700	0	0	0	4	0	0	0	2	0	0	0	2
02:30:00	9000	0	0	0	4	0	0	0	2	0	0	0	2
02:35:00	9300	4	3	0	5	0	0	0	2	4	3	0	3
02:40:00	9600	2	1	0	6	1	0	0	3	1	1	0	3
02:45:00	9900	5	3	0	8	2	0	0	5	3	3	0	3
02:50:00	10200	7	5	0	10	2	0	0	7	5	5	0	3
02:55:00	10500	1	0	0	11	0	0	0	7	1	0	0	4
03:00:00	10800	6	4	0	13	3	0	0	10	3	4	0	3
03:05:00	11100	8	4	0	17	2	0	0	12	6	4	0	5
03:10:00	11400	3	3	0	17	2	0	0	14	1	3	0	3
03:15:00	11700	3	2	0	18	0	0	0	14	3	2	0	4
03:20:00	12000	14	9	0	23	6	0	0	20	8	9	0	3
03:25:00	12300	13	7	0	29	5	0	0	25	8	7	0	4
03:30:00	12600	11	6	0	34	4	0	0	29	7	6	0	5
03:35:00	12900	9	6	0	37	4	0	0	33	5	6	0	4
